Site,Year,Date,Plot,Location,Snow_cover,Water_cover,Land_cover,Total_cover,Observer,Notes
cari,2013,2013-06-05,7A,32,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,33,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,34,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,35,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,36,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,37,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,38,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,39,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,4,85.0,0.0,15.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,40,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,5,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,6,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,7,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,8,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7A,9,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,1,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,10,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,11,90.0,0.0,10.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,12,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,13,60.0,0.0,40.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,14,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,15,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,16,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,17,100.0,0.0,0.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,18,90.0,0.0,10.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,19,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,2,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,20,60.0,0.0,40.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,21,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,22,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,23,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,24,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,25,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,26,75.0,0.0,25.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,27,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,28,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,29,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,3,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,30,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,31,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,32,85.0,0.0,15.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,33,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,34,85.0,0.0,15.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,35,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,36,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,37,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,38,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,39,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,4,70.0,0.0,30.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,40,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,5,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,6,60.0,0.0,40.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,7,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-05,7B,8,80.0,0.0,20.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-05,7B,9,70.0,0.0,30.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,1,20.0,0.0,80.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,10,10.0,0.0,90.0,100.0,idavies,
cari,2013,2013-06-06,3A,11,5.0,0.0,95.0,100.0,idavies,
cari,2013,2013-06-06,3A,12,5.0,0.0,95.0,100.0,idavies,
cari,2013,2013-06-06,3A,13,10.0,0.0,90.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,14,5.0,0.0,95.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,15,50.0,0.0,50.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,16,15.0,0.0,85.0,100.0,idavies,
cari,2013,2013-06-06,3A,17,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-06,3A,18,50.0,0.0,50.0,100.0,idavies,
cari,2013,2013-06-06,3A,19,95.0,0.0,5.0,100.0,idavies,
cari,2013,2013-06-06,3A,2,85.0,0.0,15.0,100.0,idavies,
cari,2013,2013-06-06,3A,20,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-06,3A,21,100.0,0.0,0.0,100.0,idavies,
cari,2013,2013-06-06,3A,22,95.0,0.0,5.0,100.0,idavies,
cari,2013,2013-06-06,3A,23,95.0,0.0,5.0,100.0,idavies,
cari,2013,2013-06-06,3A,24,80.0,0.0,20.0,100.0,idavies,
cari,2013,2013-06-06,3A,25,60.0,0.0,40.0,100.0,idavies,
cari,2013,2013-06-06,3A,26,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-06,3A,27,50.0,0.0,50.0,100.0,idavies,
cari,2013,2013-06-06,3A,28,60.0,0.0,40.0,100.0,idavies,
cari,2013,2013-06-06,3A,29,20.0,10.0,70.0,100.0,idavies,
cari,2013,2013-06-06,3A,3,40.0,0.0,60.0,100.0,idavies,
cari,2013,2013-06-06,3A,30,10.0,0.0,90.0,100.0,idavies,
cari,2013,2013-06-06,3A,31,30.0,5.0,65.0,100.0,idavies,
cari,2013,2013-06-06,3A,32,15.0,0.0,85.0,100.0,idavies,
cari,2013,2013-06-06,3A,33,30.0,0.0,70.0,100.0,idavies,
cari,2013,2013-06-06,3A,34,55.0,5.0,40.0,100.0,idavies,
cari,2013,2013-06-06,3A,35,70.0,0.0,30.0,100.0,idavies,
cari,2013,2013-06-06,3A,36,85.0,0.0,15.0,100.0,idavies,
cari,2013,2013-06-06,3A,37,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-06,3A,38,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-06,3A,39,70.0,0.0,30.0,100.0,idavies,
cari,2013,2013-06-06,3A,4,95.0,0.0,5.0,100.0,idavies,
cari,2013,2013-06-06,3A,40,80.0,0.0,20.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,5,10.0,0.0,90.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,6,5.0,0.0,95.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3A,7,5.0,0.0,95.0,100.0,idavies,
cari,2013,2013-06-06,3A,8,5.0,0.0,95.0,100.0,idavies,
cari,2013,2013-06-06,3A,9,5.0,0.0,95.0,100.0,idavies,
cari,2013,2013-06-06,3B,1,90.0,0.0,10.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,10,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,11,100.0,0.0,0.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,12,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,13,95.0,5.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,14,65.0,30.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,15,95.0,5.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,16,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,17,80.0,20.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,18,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,19,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,2,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,20,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,21,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,22,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,23,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,24,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,25,90.0,0.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,26,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,27,80.0,10.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,28,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,29,80.0,10.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,3,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,30,40.0,50.0,10.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,31,90.0,5.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,32,40.0,55.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,33,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,34,85.0,10.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,35,95.0,5.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,36,95.0,5.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,37,80.0,10.0,10.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,38,25.0,70.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,39,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,4,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,40,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,5,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-06,3B,6,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,7,90.0,5.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,8,95.0,0.0,5.0,100.0,sfreeman,quadrat part of landfill (no tundra)
cari,2013,2013-06-06,3B,9,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,7A,1,5.0,10.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7A,10,70.0,10.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7A,11,5.0,25.0,70.0,100.0,idavies,
cari,2013,2013-06-08,7A,12,20.0,60.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7A,13,5.0,10.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7A,14,5.0,30.0,65.0,100.0,idavies,
cari,2013,2013-06-08,7A,15,55.0,5.0,40.0,100.0,idavies,
cari,2013,2013-06-08,7A,16,15.0,30.0,55.0,100.0,idavies,
cari,2013,2013-06-08,7A,17,5.0,65.0,30.0,100.0,idavies,
cari,2013,2013-06-08,7A,18,5.0,15.0,80.0,100.0,idavies,
cari,2013,2013-06-08,7A,19,5.0,5.0,90.0,100.0,idavies,
cari,2013,2013-06-08,7A,2,10.0,20.0,70.0,100.0,idavies,
cari,2013,2013-06-08,7A,20,10.0,20.0,70.0,100.0,idavies,
cari,2013,2013-06-08,7A,21,50.0,5.0,45.0,100.0,idavies,
cari,2013,2013-06-08,7A,22,5.0,30.0,65.0,100.0,idavies,
cari,2013,2013-06-08,7A,23,5.0,5.0,90.0,100.0,idavies,
cari,2013,2013-06-08,7A,24,5.0,10.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7A,25,5.0,10.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7A,26,65.0,10.0,25.0,100.0,idavies,
cari,2013,2013-06-08,7A,27,5.0,5.0,90.0,100.0,idavies,
cari,2013,2013-06-08,7A,28,40.0,10.0,50.0,100.0,idavies,
cari,2013,2013-06-08,7A,29,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7A,3,25.0,25.0,50.0,100.0,idavies,
cari,2013,2013-06-08,7A,30,75.0,5.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7A,31,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7A,32,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7A,33,90.0,5.0,5.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,34,75.0,20.0,5.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,35,90.0,5.0,5.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,36,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7A,37,75.0,5.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7A,38,10.0,15.0,75.0,100.0,idavies,
cari,2013,2013-06-08,7A,39,60.0,0.0,40.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,4,60.0,10.0,30.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,40,75.0,5.0,20.0,100.0,idavies,quadrat part of landfill (no tundra)
cari,2013,2013-06-08,7A,5,60.0,10.0,30.0,100.0,idavies,
cari,2013,2013-06-08,7A,6,95.0,0.0,5.0,100.0,idavies,
cari,2013,2013-06-08,7A,7,40.0,15.0,45.0,100.0,idavies,
cari,2013,2013-06-08,7A,8,85.0,0.0,15.0,100.0,idavies,
cari,2013,2013-06-08,7A,9,25.0,5.0,70.0,100.0,idavies,
cari,2013,2013-06-08,7B,1,30.0,5.0,65.0,100.0,idavies,
cari,2013,2013-06-08,7B,10,20.0,5.0,75.0,100.0,idavies,
cari,2013,2013-06-08,7B,11,75.0,0.0,25.0,100.0,idavies,
cari,2013,2013-06-08,7B,12,90.0,0.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7B,13,20.0,5.0,75.0,100.0,idavies,
cari,2013,2013-06-08,7B,14,30.0,30.0,40.0,100.0,idavies,
cari,2013,2013-06-08,7B,15,60.0,0.0,40.0,100.0,idavies,
cari,2013,2013-06-08,7B,16,75.0,5.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7B,17,85.0,0.0,15.0,100.0,idavies,
cari,2013,2013-06-08,7B,18,75.0,5.0,20.0,100.0,idavies,
cari,2013,2013-06-08,7B,19,85.0,5.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7B,2,60.0,5.0,35.0,100.0,idavies,
cari,2013,2013-06-08,7B,20,10.0,25.0,65.0,100.0,idavies,
cari,2013,2013-06-08,7B,21,50.0,10.0,40.0,100.0,idavies,
cari,2013,2013-06-08,7B,22,15.0,10.0,75.0,100.0,idavies,
cari,2013,2013-06-08,7B,23,80.0,5.0,15.0,100.0,idavies,
cari,2013,2013-06-08,7B,24,35.0,10.0,55.0,100.0,idavies,
cari,2013,2013-06-08,7B,25,20.0,50.0,30.0,100.0,idavies,
cari,2013,2013-06-08,7B,26,5.0,60.0,35.0,100.0,idavies,
cari,2013,2013-06-08,7B,27,20.0,15.0,65.0,100.0,idavies,
cari,2013,2013-06-08,7B,28,5.0,15.0,80.0,100.0,idavies,
cari,2013,2013-06-08,7B,29,90.0,5.0,5.0,100.0,idavies,
cari,2013,2013-06-08,7B,3,20.0,10.0,70.0,100.0,idavies,
cari,2013,2013-06-08,7B,30,90.0,5.0,5.0,100.0,idavies,
cari,2013,2013-06-08,7B,31,90.0,5.0,5.0,100.0,idavies,
cari,2013,2013-06-08,7B,32,10.0,0.0,90.0,100.0,idavies,
cari,2013,2013-06-08,7B,33,5.0,10.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7B,34,10.0,5.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7B,35,10.0,0.0,90.0,100.0,idavies,
cari,2013,2013-06-08,7B,36,15.0,5.0,80.0,100.0,idavies,
cari,2013,2013-06-08,7B,37,100.0,0.0,0.0,100.0,idavies,
cari,2013,2013-06-08,7B,38,70.0,0.0,30.0,100.0,idavies,
cari,2013,2013-06-08,7B,39,100.0,0.0,0.0,100.0,idavies,
cari,2013,2013-06-08,7B,4,10.0,5.0,85.0,100.0,idavies,
cari,2013,2013-06-08,7B,40,100.0,0.0,0.0,100.0,idavies,
cari,2013,2013-06-08,7B,5,35.0,10.0,55.0,100.0,idavies,
cari,2013,2013-06-08,7B,6,5.0,15.0,80.0,100.0,idavies,
cari,2013,2013-06-08,7B,7,85.0,5.0,10.0,100.0,idavies,
cari,2013,2013-06-08,7B,8,10.0,10.0,80.0,100.0,idavies,
cari,2013,2013-06-08,7B,9,30.0,0.0,70.0,100.0,idavies,
cari,2013,2013-06-08,5A,1,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,10,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,11,10.0,20.0,70.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,12,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,13,5.0,15.0,80.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,14,0.0,5.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,15,50.0,10.0,40.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,16,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,17,50.0,20.0,30.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,18,20.0,0.0,80.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,19,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,2,50.0,0.0,50.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,20,80.0,0.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,21,85.0,10.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,22,90.0,10.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,23,50.0,40.0,10.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,24,50.0,50.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,25,30.0,40.0,30.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,26,25.0,70.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,27,60.0,30.0,10.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,28,0.0,70.0,30.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,29,80.0,5.0,15.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,3,0.0,5.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,30,40.0,30.0,30.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,31,40.0,0.0,60.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,32,30.0,0.0,70.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,33,55.0,10.0,35.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,34,5.0,5.0,90.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,35,15.0,15.0,70.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,36,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,37,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,38,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,39,40.0,5.0,55.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,4,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,40,50.0,0.0,50.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,5,0.0,30.0,70.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,6,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,7,0.0,40.0,60.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,8,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5A,9,10.0,35.0,55.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,1,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,10,30.0,65.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,11,80.0,5.0,15.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,12,80.0,20.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,13,50.0,5.0,45.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,14,50.0,45.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,15,5.0,0.0,95.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,16,55.0,25.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,17,10.0,0.0,90.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,18,50.0,10.0,40.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,19,60.0,20.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,2,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,20,30.0,10.0,60.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,21,30.0,10.0,60.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,22,40.0,40.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,23,20.0,5.0,75.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,24,80.0,10.0,10.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,25,10.0,15.0,75.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,26,10.0,10.0,80.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,27,10.0,70.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,28,20.0,20.0,60.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,29,40.0,30.0,30.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,3,0.0,0.0,100.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,30,45.0,40.0,15.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,31,60.0,20.0,20.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,32,85.0,10.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,33,95.0,5.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,34,90.0,5.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,35,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,36,95.0,0.0,5.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,37,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,38,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,39,60.0,0.0,40.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,4,10.0,0.0,90.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,40,100.0,0.0,0.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,5,10.0,5.0,85.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,6,0.0,50.0,50.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,7,5.0,80.0,15.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,8,0.0,90.0,10.0,100.0,sfreeman,
cari,2013,2013-06-08,5B,9,60.0,40.0,0.0,100.0,sfreeman,
cari,2013,2013-06-09,3A,1,5.0,5.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,10,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,11,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,12,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,13,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,14,0.0,10.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,15,5.0,0.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,16,0.0,15.0,85.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,17,10.0,10.0,80.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,18,5.0,10.0,85.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,19,50.0,30.0,20.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,2,50.0,5.0,45.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,20,70.0,10.0,20.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,21,70.0,15.0,15.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,22,80.0,5.0,15.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,23,30.0,30.0,40.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,24,40.0,30.0,30.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,25,15.0,5.0,80.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,26,20.0,40.0,40.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,27,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,28,0.0,30.0,70.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,29,5.0,5.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,3,5.0,10.0,85.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,30,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,31,0.0,15.0,85.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,32,0.0,10.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,33,0.0,10.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,34,0.0,10.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,35,10.0,15.0,75.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,36,10.0,30.0,60.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,37,25.0,25.0,50.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,38,40.0,15.0,45.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,39,50.0,0.0,50.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,4,50.0,10.0,40.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,40,15.0,15.0,70.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,5,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,6,0.0,5.0,95.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,7,0.0,0.0,100.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,8,0.0,10.0,90.0,100.0,bhiggins,
cari,2013,2013-06-09,3A,9,0.0,0.0,100.0,100.0,bhiggins,
